consecutive_number,Clock points,No Damage,Top,Undercarriage,Unknown
122766,1,0,0,0,0
122767,1,0,0,0,0
122768,4,0,1,0,0
122769,2,1,0,0,0
122770,1,0,0,0,0
122772,1,0,0,0,0
122773,5,0,2,0,0
122774,1,0,0,0,0
122776,3,0,0,0,0
122777,3,0,0,0,0
122778,1,0,0,0,0
122779,1,0,0,0,0
122781,3,0,0,0,0
122782,6,0,0,0,0
122783,2,0,0,0,0
122784,1,0,0,0,0
122785,1,0,0,0,0
122786,2,0,0,0,0
122787,2,0,0,0,0
122789,1,0,0,0,0
122790,2,0,0,0,0
122791,2,0,0,0,0
122792,1,0,0,0,0
122793,2,0,0,0,0
122794,1,0,0,0,0
122795,2,0,0,0,0
122796,1,0,0,0,0
122797,2,0,0,0,0
122798,1,0,0,0,0
122799,0,0,0,0,1
122800,1,0,0,0,0
122801,2,0,0,0,0
122802,2,0,0,0,0
122803,1,0,0,0,0
122804,6,0,0,0,0
122805,1,0,0,0,0
122806,2,0,0,0,0
122807,1,0,0,0,0
122808,4,0,0,2,0
122809,0,0,0,0,1
130001,1,0,0,0,0
130002,1,0,0,0,0
130003,1,0,1,0,0
130004,2,0,0,0,0
130005,1,0,0,0,0
130006,3,0,0,0,0
130007,3,0,0,0,0
130008,1,0,0,0,0
130009,2,0,1,0,0
130010,1,0,1,0,0
130011,2,0,0,1,0
130012,2,0,1,0,0
130013,2,0,1,0,0
130014,1,0,0,1,0
130015,1,0,0,0,0
130016,2,0,0,0,0
130017,1,0,1,1,0
130018,0,0,0,0,1
130019,1,0,0,0,0
130020,1,0,0,0,0
130021,1,0,1,0,0
130022,3,0,1,0,0
130023,1,0,0,0,0
130024,2,0,0,0,0
130025,1,0,0,0,0
130026,1,0,0,0,0
130027,1,0,0,0,0
130028,0,1,0,0,0
130029,1,0,0,0,0
130030,1,0,1,0,0
130031,1,0,0,0,0
130032,2,0,0,0,0
130033,6,0,1,0,0
130034,2,0,0,0,0
130035,1,0,0,0,0
130036,1,0,0,0,0
130037,4,0,0,0,0
130038,2,0,0,0,0
130039,2,0,0,0,0
130040,1,0,0,0,0
130041,3,0,1,0,0
130042,3,0,0,0,0
130043,2,0,0,0,0
130044,1,0,0,0,0
130045,1,0,0,0,0
130046,1,0,0,0,0
130047,1,0,0,0,0
130048,1,0,0,0,0
130049,2,0,0,0,0
130050,4,0,0,1,0
130051,1,0,0,0,0
130052,1,0,0,0,0
130053,2,0,0,0,0
130054,1,0,0,1,0
130055,2,0,0,0,0
130056,1,0,0,0,0
130057,2,0,0,0,0
130058,2,0,0,0,0
130059,1,0,0,0,0
130060,2,0,0,0,0
130061,0,0,1,0,0
130062,0,1,0,0,0
130063,1,0,0,0,0
130064,2,0,0,0,0
130065,1,0,0,0,0
130066,3,0,1,0,0
130067,1,0,0,0,0
130068,2,0,0,0,0
130069,2,0,0,0,0
130070,1,0,1,0,0
130071,0,1,0,0,0
130072,3,0,0,0,0
130073,0,0,0,0,1
130074,1,0,0,0,0
130075,2,0,0,0,0
130076,1,0,0,0,1
130077,1,0,0,0,0
130078,2,0,0,0,0
130079,2,0,0,0,0
130080,2,0,0,0,0
130081,2,0,0,0,0
130082,2,0,0,0,0
130083,0,0,1,0,0
130084,2,0,0,0,0
130085,2,0,0,0,0
130086,0,0,1,0,0
130087,4,0,0,0,0
130088,2,0,0,0,0
130089,3,0,0,0,0
130090,2,0,0,0,0
130091,1,0,0,0,0
130092,1,0,1,0,0
130093,2,0,0,0,0
130094,2,0,0,0,0
130095,2,0,0,0,0
130096,1,0,0,0,0
130097,1,0,0,0,0
130098,1,0,0,0,0
130099,1,0,0,0,0
130100,1,0,0,0,0
130101,12,0,0,0,0
130102,3,0,0,0,0
130103,2,0,0,0,0
130105,2,0,1,0,0
130106,2,0,0,0,0
130107,1,0,0,0,0
130108,1,0,0,0,0
130110,1,0,0,0,0
130111,2,0,0,0,0
130112,1,0,0,0,0
130113,2,0,0,0,0
130114,1,0,0,1,0
130115,1,0,1,0,0
130116,1,0,0,0,0
130117,0,0,1,0,0
130118,1,0,0,0,0
130119,1,0,0,0,0
130121,2,0,0,0,0
130122,2,0,0,0,0
130123,2,0,0,0,0
130124,1,0,1,1,0
130125,4,0,0,0,0
130126,1,0,0,0,0
130127,1,0,1,0,0
130128,4,0,0,0,0
130129,2,0,0,0,0
130130,2,0,0,0,0
130131,1,0,0,1,0
130132,1,0,0,0,0
130133,2,0,0,0,0
130134,4,0,0,0,0
130135,3,0,1,0,0
130136,2,0,0,0,0
130137,1,0,0,0,0
130138,3,0,0,0,0
130139,1,0,0,0,0
130140,1,0,0,0,0
130141,2,0,0,0,0
130142,2,0,0,0,0
130143,3,0,0,0,0
130144,1,0,0,0,0
130145,2,0,0,0,0
130146,2,0,0,0,0
130147,2,0,0,0,0
130148,2,0,0,0,1
130149,4,0,0,0,0
130150,1,0,0,2,0
130151,2,0,0,0,0
130152,2,0,0,0,0
130153,0,0,0,0,1
130154,0,0,0,0,1
130155,6,0,0,0,0
130156,1,0,1,0,0
130157,1,0,0,0,0
130158,1,0,1,0,0
130159,1,0,1,0,0
130160,2,0,0,0,0
130161,1,0,0,0,0
130162,1,0,0,0,0
130163,2,0,0,0,0
130164,2,0,0,0,0
130165,2,0,0,0,0
130166,1,0,0,0,0
130167,2,0,1,0,0
130168,1,0,0,0,0
130169,1,0,0,0,0
130170,1,0,0,0,0
130171,1,0,0,0,0
130172,1,0,0,0,0
130173,2,0,0,0,0
130174,4,0,0,0,0
130175,1,0,0,0,0
130176,2,0,0,0,0
130177,2,0,0,0,0
130178,3,0,0,0,0
130179,2,0,0,0,0
130180,4,0,0,0,0
130181,2,0,0,0,0
130182,1,0,0,0,0
130183,1,0,0,0,0
130184,2,0,0,0,0
130185,1,0,0,0,0
130186,2,0,0,0,0
130187,1,0,0,0,0
130188,1,0,0,0,0
130189,1,0,1,0,0
130190,1,0,0,0,0
130191,3,0,0,0,0
130192,2,0,0,0,0
130193,2,0,0,0,0
130194,2,0,0,0,0
130195,1,0,0,0,0
130196,1,0,0,0,0
130197,1,0,0,0,0
130198,0,0,0,0,1
130199,2,0,0,0,0
130200,0,0,0,0,1
130201,2,0,1,0,0
130202,2,0,0,0,0
130203,2,0,0,0,0
130204,2,0,1,0,0
130205,2,0,0,0,0
130206,2,0,0,0,0
130207,1,0,0,0,0
130208,2,0,0,0,0
130209,5,0,0,0,0
130210,3,0,0,0,0
130211,0,0,1,1,0
130212,4,0,0,0,0
130214,2,0,0,0,0
130215,2,0,1,1,0
130216,2,0,1,0,0
130217,1,0,0,0,0
130218,0,0,1,0,0
130219,4,0,0,0,0
130220,4,0,0,0,0
130221,0,0,1,0,0
130222,4,0,0,0,0
130223,2,0,0,0,0
130224,2,0,0,0,0
130225,1,0,1,0,0
130226,1,0,0,0,0
130227,3,0,0,0,0
130228,1,0,0,0,0
130229,1,0,0,0,0
130230,1,0,0,0,0
130231,2,0,0,0,0
130232,4,0,0,0,0
130233,3,0,0,1,0
130234,2,0,0,0,0
130235,1,0,0,0,0
130236,2,0,0,0,0
130237,1,1,0,0,0
130239,2,0,1,0,0
130240,2,0,0,0,0
130241,1,0,0,0,0
130242,1,0,0,0,0
130243,2,0,0,0,0
130244,2,0,0,0,0
130245,2,0,0,0,0
130246,2,0,0,0,0
130247,1,0,1,0,0
130248,2,0,0,0,0
130249,2,0,1,0,0
130250,1,0,0,0,0
130251,1,0,0,0,0
130252,1,0,0,0,0
130253,3,0,1,0,0
130254,1,0,0,0,0
130255,1,0,0,0,0
130256,2,0,0,0,0
130257,2,0,0,0,0
130258,0,1,0,0,0
130259,1,0,0,0,0
130260,3,0,0,0,0
130261,0,0,1,1,0
130262,2,0,0,0,0
130263,2,0,0,0,0
130264,2,0,0,0,0
130265,2,0,0,0,0
130266,1,0,1,0,0
130267,2,0,0,0,0
130268,2,0,0,0,0
130269,1,0,0,0,0
130270,2,0,0,0,0
130271,2,0,0,0,0
130272,1,0,1,0,0
130273,1,0,0,0,1
130274,3,0,0,0,0
130275,2,0,0,0,0
130276,2,0,0,0,0
130277,2,1,0,1,0
130278,0,0,1,0,0
130279,1,0,0,0,0
130280,1,0,0,0,0
130281,2,0,0,0,0
130282,1,0,0,0,0
130283,2,0,1,0,0
130284,1,0,0,0,0
130285,0,0,0,0,1
130286,2,0,0,0,0
130287,2,0,0,0,0
130288,1,0,0,0,0
130289,1,0,0,0,0
130290,2,0,0,0,0
130291,3,0,0,0,0
130292,2,0,0,0,0
130293,2,0,0,0,0
130294,1,0,0,0,0
130295,2,0,1,0,0
130296,2,0,0,0,0
130297,1,0,0,0,0
130298,4,0,0,0,0
130299,1,0,0,0,0
130300,2,0,0,0,0
130301,2,0,0,0,0
130302,1,0,0,0,0
130303,2,0,0,0,0
130304,1,0,0,0,0
130305,2,0,0,0,0
130306,4,0,0,0,0
130308,2,0,0,0,0
130309,1,0,0,0,0
130310,2,0,0,0,0
130311,3,0,0,0,0
130312,2,0,0,0,0
130314,2,0,0,0,0
130315,3,0,0,0,0
130316,6,0,0,0,0
130317,1,0,0,0,0
130318,0,0,0,0,1
130319,1,0,0,0,0
130320,2,0,0,0,0
130321,2,0,1,0,0
130322,2,0,0,0,0
130323,2,0,0,0,0
130324,2,0,0,0,0
130325,2,0,1,0,0
130326,4,0,0,0,0
130327,2,0,1,0,0
130328,1,0,0,0,0
130329,2,0,0,0,0
130330,0,1,0,0,0
130331,0,0,1,0,0
130332,6,0,0,0,0
130333,1,0,0,0,0
130334,1,0,0,0,0
130335,3,0,0,0,0
130336,2,0,1,0,0
130337,3,0,0,1,0
130338,1,0,0,0,0
130339,2,0,1,1,0
130340,0,0,1,0,0
130341,2,0,0,0,0
130342,1,0,0,0,0
130343,1,0,0,0,0
130344,1,0,1,0,0
130345,1,0,0,0,0
130346,1,0,0,0,0
130347,2,0,1,1,0
130348,2,0,0,0,0
130349,2,0,0,0,0
130350,1,0,0,0,0
130351,0,0,1,0,0
130352,1,0,0,0,0
130353,1,0,0,1,0
130354,2,0,0,0,0
130355,3,0,0,0,0
130356,1,0,1,1,0
130357,2,0,0,0,0
130358,3,0,1,0,0
130359,2,0,0,0,0
130360,1,0,0,1,0
130361,1,0,1,0,0
130362,2,0,0,0,0
130363,2,0,1,1,0
130364,0,0,0,1,0
130365,1,0,1,0,0
130366,1,0,0,0,0
130367,3,0,0,0,0
130368,1,0,0,0,0
130369,14,0,0,0,0
130370,2,0,1,0,0
130371,3,0,0,0,0
130372,1,0,1,0,0
130373,1,0,0,1,0
130374,1,0,0,0,0
130375,4,0,0,0,0
130376,1,0,0,0,0
130377,4,0,0,0,0
130378,1,0,0,0,0
130379,2,0,0,0,0
130380,1,0,0,0,0
130381,2,0,0,0,0
130382,1,0,0,0,0
130383,2,0,0,0,0
130384,2,0,0,0,0
130385,0,1,0,0,0
130386,10,0,0,0,0
130387,2,0,0,0,0
130388,1,0,0,0,0
130389,2,0,0,0,0
130390,2,0,0,0,0
130391,2,0,1,0,0
130392,3,0,0,0,0
130393,1,0,0,0,0
130394,1,0,0,0,0
130395,2,0,0,0,0
130396,2,0,0,0,0
130397,4,0,0,0,0
130398,2,0,0,3,0
130399,1,0,1,0,0
130400,2,0,0,0,0
130401,2,0,0,0,0
130402,0,1,0,0,0
130403,2,0,0,0,0
130404,0,0,0,1,0
130405,1,0,0,0,0
130406,3,0,0,0,0
130407,1,0,0,0,0
130408,2,0,0,0,0
130409,0,0,1,0,0
130410,3,0,0,0,0
130411,2,0,0,0,0
130412,1,0,0,0,0
130413,1,0,0,0,0
130414,2,0,0,0,0
130415,1,0,0,0,0
130416,3,0,0,0,0
130417,0,1,0,0,0
130418,2,0,0,0,0
130419,1,0,0,0,0
130420,2,0,0,0,0
130421,2,0,0,0,0
130422,2,0,0,0,0
130423,0,1,0,0,0
130424,1,0,1,0,0
130425,1,0,0,0,0
130426,1,0,0,0,0
130427,2,0,0,0,0
130428,4,0,0,0,0
130430,4,0,0,0,0
130431,1,0,0,0,0
130432,1,0,0,0,0
130433,1,0,1,0,0
130434,2,0,0,0,0
130435,2,0,0,0,0
130436,1,0,0,0,0
130437,0,1,0,0,0
130439,1,0,1,0,0
130440,4,0,1,0,0
130441,2,0,0,0,0
130442,1,0,0,0,0
130443,1,0,0,0,0
130444,2,0,0,0,0
130445,2,0,1,0,0
130446,7,0,0,0,0
130447,6,0,0,0,0
130448,2,0,0,0,0
130449,2,0,1,1,0
130450,2,0,0,0,0
130451,3,0,1,0,0
130452,2,0,0,0,0
130453,2,0,0,0,0
130454,2,0,1,0,0
130455,2,0,0,0,0
130456,1,0,0,0,0
130457,3,0,0,0,0
130458,1,0,1,0,0
130459,1,0,0,0,0
130460,1,0,0,0,0
130461,0,0,1,0,0
130462,1,0,0,0,0
130463,0,0,0,0,1
130464,2,0,0,0,0
130465,2,0,0,0,0
130466,1,0,1,0,0
130467,1,0,0,0,0
130468,2,0,1,0,0
130469,1,0,0,0,0
130470,2,0,0,0,0
130471,2,0,0,0,0
130472,2,0,0,0,0
130473,2,0,1,0,0
130474,1,0,0,0,0
130475,2,0,0,0,0
130476,1,0,0,0,0
130477,1,0,0,0,0
130478,2,0,0,0,0
130479,0,0,0,0,1
130480,2,0,0,0,0
130481,1,0,1,0,0
130482,3,0,0,0,0
130483,3,0,0,0,0
130484,2,0,0,0,0
130485,1,0,0,0,0
130486,3,0,0,0,0
130487,2,0,0,0,0
130488,1,0,0,0,0
130489,2,0,0,0,0
130490,2,0,0,0,0
130491,1,0,0,0,0
130492,2,0,0,0,0
130493,2,0,0,0,0
130494,2,0,0,0,0
130495,1,0,0,0,0
130496,1,0,0,0,0
130497,0,0,0,0,1
130498,1,0,0,0,0
130499,0,0,0,0,1
130500,1,0,0,0,0
130501,2,0,0,0,0
130502,2,0,0,0,0
130503,1,0,0,0,0
130504,2,0,0,0,0
130505,2,0,1,0,0
130506,1,0,0,1,0
130507,1,0,0,0,0
130508,12,0,1,1,0
130509,1,0,0,0,0
130510,2,0,0,0,1
130511,2,0,0,0,0
130512,2,0,0,0,0
130513,2,0,0,0,0
130514,2,0,0,0,0
130515,3,0,0,0,0
130516,2,0,0,0,0
130517,0,0,0,0,1
130518,2,0,0,0,0
130519,1,0,0,0,0
130520,3,0,0,0,0
130521,2,0,0,0,0
130522,2,0,0,0,0
130523,2,0,0,0,0
130524,1,0,1,0,0
130525,2,0,0,0,0
130526,1,0,0,0,0
130527,1,0,0,0,0
130528,2,0,0,0,0
130529,2,0,0,0,0
130530,2,0,0,0,0
130531,0,0,1,0,0
130532,3,0,0,0,0
130533,1,0,0,0,0
130534,0,0,0,0,4
130535,3,0,0,0,0
130536,1,0,0,0,0
130537,2,0,0,0,0
130538,1,0,0,0,0
130539,1,0,0,0,0
130540,2,0,0,0,0
130541,0,0,0,0,1
130542,0,0,0,0,1
130543,1,0,0,0,0
130544,1,0,0,0,0
130545,1,0,0,0,1
130546,2,0,0,0,0
130547,1,0,0,0,0
130548,2,0,0,1,0
130549,2,0,0,0,0
130550,2,0,1,0,0
130551,2,0,0,0,0
130552,2,0,1,0,0
130553,4,0,0,0,0
130554,0,0,0,1,0
130555,1,0,0,1,0
130556,1,0,0,0,0
130557,2,0,1,0,0
130558,2,0,0,1,0
130559,4,0,0,0,0
130560,2,0,0,0,0
130561,3,0,0,0,0
130562,1,0,0,0,0
130563,2,0,0,0,0
130564,1,0,0,0,0
130565,1,0,0,0,0
130566,2,0,0,0,0
130567,1,0,0,0,0
130568,2,0,0,0,0
130569,0,0,0,1,0
130570,1,0,0,0,0
130571,2,0,0,0,0
130572,1,0,0,0,0
130573,1,0,0,1,0
130574,2,0,0,0,0
130575,2,0,0,0,0
130576,1,0,0,0,0
130577,1,0,1,0,0
130578,1,0,0,0,0
130579,1,0,0,0,0
130580,1,0,0,0,0
130581,3,0,0,0,0
130582,0,0,1,0,0
130583,0,0,1,0,0
130584,2,0,0,0,0
130585,2,0,0,0,0
130586,3,0,0,0,0
130587,1,0,0,0,0
130588,1,0,0,0,0
130589,0,0,0,1,0
130590,4,0,0,0,0
130591,3,0,0,0,0
130592,2,0,1,0,0
130593,2,0,0,0,0
130594,2,0,0,0,0
130595,0,0,1,0,0
130596,1,0,0,1,0
130597,1,0,0,0,0
130598,2,0,0,0,0
130599,2,0,1,0,0
130600,2,0,0,0,0
130601,1,0,1,0,0
130602,3,0,0,0,0
130603,0,0,0,0,1
130604,1,0,1,0,0
130605,2,0,0,0,0
130606,2,0,1,1,0
130607,1,0,0,0,0
130608,0,0,0,0,1
130609,1,0,0,0,1
130610,1,0,0,0,0
130611,2,0,0,0,0
130612,2,0,0,0,0
130613,2,0,0,1,0
130614,0,0,1,1,0
130615,2,0,0,0,0
130616,0,0,0,0,1
130617,1,0,0,0,0
130618,1,0,0,0,0
130619,0,0,1,0,0
130620,1,0,1,0,0
130621,1,0,0,0,0
130622,0,1,0,0,0
130623,2,0,0,0,0
130624,1,0,0,0,0
130625,1,0,0,0,0
130626,1,0,0,0,0
130627,2,0,0,0,0
130628,1,0,0,0,0
130629,2,0,0,0,0
130630,1,0,1,0,0
130631,4,0,0,0,0
130632,2,0,0,0,0
130633,1,0,0,0,0
130634,1,0,1,0,0
130635,2,0,0,0,0
130636,2,0,0,0,0
130637,2,0,0,0,0
130638,2,0,0,0,0
130639,1,0,0,0,0
130640,0,0,0,0,1
130642,0,0,0,0,1
130643,2,0,0,1,0
130644,2,0,0,0,0
130645,0,0,0,0,1
130646,1,0,0,0,0
130647,2,0,0,1,0
130648,0,0,1,0,0
130649,1,0,0,0,0
130650,3,0,0,0,0
130651,2,0,0,0,0
130652,1,0,1,0,0
130653,2,0,0,0,0
130654,2,0,0,0,0
130655,1,0,0,1,0
130656,0,0,1,0,0
130657,1,0,1,0,0
130658,3,0,0,0,0
130659,3,0,0,0,0
130660,2,0,0,0,0
130661,1,0,0,0,0
130662,4,0,0,0,0
130663,2,0,0,0,0
130664,1,0,0,0,0
130665,1,0,0,0,0
130666,2,0,0,0,0
130667,1,0,0,0,0
130668,1,0,0,0,0
130669,2,0,0,0,0
130670,2,0,0,0,0
130671,1,0,1,0,0
130672,2,0,0,0,0
130673,2,0,0,0,0
130674,3,0,0,0,0
130675,5,0,0,0,0
130676,1,0,1,0,0
130677,1,0,0,0,0
130678,8,0,1,0,0
130679,3,0,0,0,0
130680,5,0,0,0,0
130681,1,0,0,0,0
130682,3,0,0,0,0
130683,1,0,0,1,0
130684,1,0,0,0,0
130685,1,0,1,0,0
130686,0,0,1,0,0
130688,1,0,0,0,0
130689,1,0,0,0,0
130690,1,0,1,0,0
130691,1,0,0,0,0
130692,2,0,0,0,0
130693,2,0,0,0,0
130694,1,0,0,0,0
130695,2,0,0,1,0
130696,6,0,0,0,0
130697,2,0,0,0,0
130698,3,0,1,0,0
130699,2,0,1,0,0
130700,1,0,0,0,0
130701,1,0,1,0,0
130702,3,0,0,1,0
130703,3,0,0,2,0
130704,3,0,0,0,0
130705,1,0,0,0,0
130706,3,0,0,0,0
130707,2,0,0,0,0
130708,2,0,0,0,0
130709,2,0,0,0,0
130710,1,0,0,0,0
130711,1,0,1,0,0
130712,6,0,1,0,0
130713,1,0,0,0,0
130714,2,0,0,0,0
130715,2,0,0,0,0
130716,2,0,0,0,0
130717,2,0,0,0,0
130718,2,0,0,0,0
130719,10,0,0,0,0
130720,1,0,0,0,0
130721,3,0,0,0,0
130722,0,0,1,0,0
130723,0,0,1,0,0
130724,2,0,0,0,0
130725,1,0,1,1,0
130726,1,0,0,0,0
130727,4,0,0,0,0
130728,1,0,0,0,0
130729,0,0,1,0,0
130730,1,0,0,0,1
130731,2,0,0,0,0
130732,1,0,0,0,0
130733,2,0,0,0,0
130734,4,0,0,0,0
130735,0,0,0,0,1
130736,0,0,0,0,1
130737,3,0,0,0,0
130738,3,0,1,0,0
130739,2,0,0,0,0
130740,3,0,0,0,0
130741,1,0,0,0,0
130742,2,0,0,0,0
130743,1,0,1,0,0
130744,1,0,0,0,0
130745,2,0,0,0,0
130746,2,0,0,0,0
130747,2,0,0,0,0
130748,1,0,1,0,0
130749,1,0,0,0,0
130750,2,0,1,0,0
130751,1,0,0,0,0
130752,2,0,0,0,0
130753,4,0,0,0,0
130754,1,0,0,0,0
130755,2,0,0,0,0
130756,3,0,0,0,0
130757,1,0,0,0,0
130758,0,0,0,0,1
130759,1,0,0,0,0
130760,4,0,0,0,0
130761,2,0,0,0,0
130762,1,0,0,0,0
130763,2,0,0,0,0
130764,2,0,0,0,0
130765,2,0,0,0,0
130766,7,0,0,0,0
130767,2,0,0,0,0
130768,2,0,0,0,0
130769,1,0,0,0,0
130770,0,0,1,0,0
130771,1,0,0,0,0
130772,1,0,0,1,0
130773,1,0,1,0,0
130774,2,0,0,0,0
130775,2,0,0,0,0
130776,1,0,0,0,0
130777,1,0,0,0,0
130778,2,0,1,0,0
130779,2,0,0,0,0
130780,1,0,0,0,0
130781,2,0,0,0,0
130782,1,0,0,0,0
130783,2,0,0,0,0
130784,4,0,0,0,0
130785,2,0,0,0,0
130786,2,0,0,0,0
130787,1,0,1,0,0
130788,1,0,0,0,0
130789,0,0,1,0,0
130790,3,0,0,1,0
130791,1,0,1,0,0
130792,4,0,1,0,0
130793,2,0,0,0,0
130794,1,0,0,1,0
130795,2,0,0,0,0
130796,0,0,1,1,0
130797,1,0,0,0,0
130798,3,0,0,0,0
130799,2,0,0,0,0
130800,2,0,0,0,0
130801,2,0,0,0,0
130802,1,0,0,1,0
130803,2,0,1,0,0
130804,2,0,0,0,0
130805,2,0,0,1,0
130806,2,0,0,0,0
130807,2,0,0,0,0
130808,1,0,0,1,0
130809,2,0,0,0,0
130810,1,0,0,0,0
130811,2,0,0,0,0
130812,2,0,0,0,0
130813,8,0,0,0,0
130814,1,0,0,0,0
130815,1,0,0,0,0
130816,1,0,0,0,0
130817,1,0,1,0,0
130818,2,0,0,0,0
130819,1,0,0,0,0
130820,0,0,1,0,0
130821,2,0,0,0,0
130822,0,0,1,1,0
130823,2,0,0,0,0
130824,3,0,0,0,0
130825,2,0,0,0,0
130826,0,0,1,0,0
130827,2,0,0,0,0
130828,1,0,0,0,0
130829,2,0,0,0,0
130830,1,0,0,0,0
130831,4,0,0,0,0
130832,0,1,0,0,0
130833,1,0,0,0,0
130834,1,0,0,0,0
130835,2,0,0,0,0
130836,2,0,0,0,0
130837,0,0,1,0,0
130838,2,0,0,0,0
130839,3,0,1,0,0
130840,1,0,0,1,0
130841,6,0,0,0,0
130842,2,0,0,0,0
130843,1,0,0,0,0
130844,3,0,0,0,0
130845,0,0,0,0,1
130846,2,0,0,0,0
130847,1,0,0,0,0
130848,3,0,0,0,0
130849,1,0,0,0,0
130850,1,0,0,0,0
130851,1,0,1,0,0
130852,2,0,0,0,0
130853,2,0,0,0,0
130854,3,0,0,1,0
130855,1,0,1,0,0
130856,1,0,0,0,0
130857,1,0,0,0,0
130858,11,0,0,0,0
130859,2,0,0,0,0
130860,0,0,0,0,1
130861,2,0,0,0,0
130862,2,0,0,0,0
130863,4,0,0,0,0
130864,1,0,0,0,0
130865,2,0,0,0,0
130866,1,0,0,0,0
130867,1,0,1,0,0
130868,1,0,0,0,0
130869,2,0,0,0,0
130870,4,0,0,0,0
130871,1,0,0,0,0
130872,2,0,1,0,0
130873,1,0,0,0,0
130874,1,0,0,0,0
130875,3,0,0,0,0
130876,2,0,0,0,0
130877,3,0,0,0,0
130878,0,0,0,0,1
130879,2,0,0,0,0
130880,1,0,0,0,0
130881,1,0,0,0,0
130882,1,0,0,0,0
130883,2,0,0,0,0
130884,2,0,0,0,0
130885,2,0,2,0,0
130886,2,0,0,0,0
130887,2,0,0,0,0
130888,2,0,0,0,0
130889,2,0,0,0,0
130890,1,0,0,0,0
130891,2,0,0,0,0
130892,1,0,0,0,0
130894,2,0,0,1,0
130895,2,0,0,0,0
130896,2,0,0,0,0
130897,2,0,0,0,0
130898,2,0,0,0,0
130899,1,0,0,0,0
130900,2,0,0,0,0
130901,1,0,0,0,0
130902,1,0,0,0,0
130903,3,0,0,0,0
130904,8,0,0,0,0
130905,1,0,0,0,0
130906,2,0,0,0,0
130907,2,0,0,1,0
130908,1,0,0,0,0
130909,2,0,0,0,0
130910,3,0,0,0,0
130911,1,0,0,0,0
130912,2,0,0,0,0
130913,1,0,0,0,0
130914,2,0,0,0,0
130915,2,0,0,0,0
130916,2,0,0,0,0
130917,2,0,0,0,0
130918,2,0,0,0,0
130919,1,0,1,0,0
130920,1,0,0,0,0
130921,2,0,0,0,0
130922,1,0,1,0,0
130923,2,0,0,0,0
130924,4,0,0,0,0
130925,2,0,0,0,0
130926,2,0,1,0,0
130927,2,0,0,0,0
130928,1,0,0,0,0
130929,0,0,1,1,0
130930,0,0,0,1,0
130931,1,0,0,0,0
130932,2,0,0,1,0
130933,2,0,0,0,0
130934,0,0,1,0,0
130935,3,0,0,0,0
130936,3,0,1,1,0
130937,5,0,0,0,0
130938,1,0,0,0,0
130939,2,0,0,0,0
130940,2,0,1,0,0
130941,2,0,0,0,0
130942,3,0,0,0,0
130943,1,0,0,0,0
130944,1,0,0,0,0
130945,2,0,0,0,0
130946,1,0,1,0,0
130947,2,0,0,0,0
130948,1,0,0,1,0
130949,2,0,0,0,0
130950,1,0,0,0,0
130951,1,0,0,0,0
130952,2,0,0,0,0
130953,1,0,1,0,0
130955,1,0,1,0,0
130956,1,0,1,0,0
130957,2,0,0,0,0
130958,2,0,0,0,0
130959,1,0,0,0,0
130960,1,0,1,0,0
130961,3,0,0,0,0
130962,2,0,0,0,0
130964,1,0,1,0,0
130965,2,0,0,0,1
130966,2,0,0,0,0
130967,2,0,0,0,0
130968,2,0,0,0,0
130969,1,0,0,0,0
130970,1,0,0,0,0
130971,2,0,0,0,0
130972,2,0,0,0,0
130973,4,0,0,0,0
130974,1,0,0,0,0
130975,5,0,0,0,0
130976,1,0,0,1,0
130977,1,0,0,0,0
130978,2,0,0,0,0
130979,2,0,0,0,0
130980,0,2,0,0,0
130981,2,0,0,0,0
130982,1,0,0,0,0
130983,2,0,0,0,0
130984,1,0,0,0,0
130985,1,0,1,0,0
130986,1,0,0,0,0
130987,1,0,0,1,0
130988,1,0,0,0,0
130989,1,0,0,0,0
130990,1,0,1,0,0
130991,2,0,0,0,0
130992,1,0,0,0,0
130993,3,0,0,0,0
130994,1,0,0,0,0
130995,1,0,0,0,0
130996,6,0,0,0,0
130997,1,0,0,0,0
130998,1,0,0,0,0
130999,2,0,0,0,0
131000,3,0,0,0,0
131001,1,0,0,1,0
131002,1,0,0,0,0
131003,2,0,1,0,0
131004,1,0,0,0,0
131005,2,0,0,0,0
131006,2,0,0,0,0
131007,2,0,0,0,0
131008,3,0,0,0,0
131009,0,1,0,0,0
131010,2,0,0,0,0
131011,1,0,0,0,0
131012,1,0,0,0,0
131013,1,0,1,0,0
131014,2,0,0,0,0
131015,1,0,0,0,0
131016,1,0,0,0,0
131017,1,0,1,0,0
131018,1,0,0,0,0
131019,1,0,0,0,0
131020,2,0,0,0,0
131021,1,0,0,0,0
131022,1,0,0,0,0
131023,2,0,1,0,0
131024,1,0,0,0,0
131025,2,0,0,0,0
131026,1,0,1,0,0
131027,1,0,0,0,0
131028,0,0,0,0,1
131029,1,0,0,0,0
131030,2,0,0,0,0
131031,2,0,0,0,0
131032,0,0,0,0,1
131033,0,0,0,0,1
131034,2,0,0,0,0
131035,0,0,0,0,1
131036,1,1,0,0,0
131037,1,0,0,0,0
131038,2,0,0,0,0
131039,2,0,0,0,0
131040,2,0,0,0,0
131041,2,0,0,0,0
131042,2,0,0,0,0
131043,2,0,0,0,0
131044,1,0,0,0,0
131045,1,0,0,1,0
131046,2,0,0,0,0
131047,1,0,0,0,0
131048,1,0,0,0,0
